cinema_id,title,source,movie_id,movie_code,genre,duration,age_rating,format,show_date,id,created_at
f549d7d0-4a14-43ac-979e-d4cb4868dd32,SEMUA AKAN BAIK-BAIK SAJA,21cineplex,,16SABB,Drama,113 menit,13+,2D,2026-05-27,c96553ba-8aff-4bbb-ab1b-5c2ab2b06c36,2026-05-27T16:20:16.330827
f549d7d0-4a14-43ac-979e-d4cb4868dd32,SUAMIKU LUKAKU,21cineplex,,16SLUU,Drama,92 menit,D17+,2D,2026-05-27,bb050061-031f-4e33-873c-d848787cc459,2026-05-27T16:20:16.331533
f549d7d0-4a14-43ac-979e-d4cb4868dd32,SEKAWAN LIMO 2: GUNUNG KLAWIH,21cineplex,,16SK2G,"Comedy, Horror",122 menit,13+,2D,2026-05-27,f162229f-e377-42d8-b804-4f3358235ce4,2026-05-27T16:20:16.332031
f549d7d0-4a14-43ac-979e-d4cb4868dd32,CHILDREN OF HEAVEN,21cineplex,,16COHN,"Drama, Family",97 menit,SU,2D,2026-05-27,d91b0614-3e43-4df9-bdb9-8e5d96903971,2026-05-27T16:20:16.332468
f549d7d0-4a14-43ac-979e-d4cb4868dd32,TUMBAL PROYEK,21cineplex,,16TPRK,Horror,106 menit,D17+,2D,2026-05-27,5b77e024-0c1b-4e3e-9e75-b2b86c92d7f6,2026-05-27T16:20:16.332655
c9a60767-7589-4c1e-bfdc-0d0fdb4186b3,BADUT GENDONG,21cineplex,,16BGEG,"Action, Horror",101 menit,D17+,2D,2026-05-27,0dd863a0-08a9-45c6-b97f-49a6783cf1fe,2026-05-27T16:20:16.333209
c9a60767-7589-4c1e-bfdc-0d0fdb4186b3,PASSENGER,21cineplex,,26PASR,Horror,94 menit,D17+,2D,2026-05-27,8dbf2206-5a3b-4321-86bd-af59b417d1da,2026-05-27T16:20:16.333427
c9a60767-7589-4c1e-bfdc-0d0fdb4186b3,GOHAN,21cineplex,,26GOHN,Drama,140 menit,SU,2D,2026-05-27,053de4e7-ee66-4b39-82d0-a5a6f0ecc046,2026-05-27T16:20:16.333592
c9a60767-7589-4c1e-bfdc-0d0fdb4186b3,HOKUM,21cineplex,,26HOKM,Horror,107 menit,13+,2D,2026-05-27,e73c8a8e-4e2b-4d22-891a-82c68c92a2c4,2026-05-27T16:20:16.333693
c9a60767-7589-4c1e-bfdc-0d0fdb4186b3,SEKAWAN LIMO 2: GUNUNG KLAWIH,21cineplex,,16SK2G,"Comedy, Horror",122 menit,13+,2D,2026-05-27,be03e963-620e-4113-8a23-7effa22e3e91,2026-05-27T16:20:16.333804
c9a60767-7589-4c1e-bfdc-0d0fdb4186b3,CHILDREN OF HEAVEN,21cineplex,,16COHN,"Drama, Family",97 menit,SU,2D,2026-05-27,fdb15774-0a64-46e8-9111-461684586837,2026-05-27T16:20:16.333970
c9a60767-7589-4c1e-bfdc-0d0fdb4186b3,COLONY,21cineplex,,26COLY,"Horror, Thriller",122 menit,13+,2D,2026-06-03,92533020-4bf8-49c4-80dc-7157b5e8a575,2026-05-27T16:20:16.334126
47d2d6d3-a734-4baa-b627-6e321776422a,TUMBAL PROYEK,21cineplex,,16TPRK,Horror,106 menit,D17+,2D,2026-05-27,1d15a9de-d84d-435d-8b22-13e07d02667d,2026-05-27T16:20:16.335079
47d2d6d3-a734-4baa-b627-6e321776422a,CHILDREN OF HEAVEN,21cineplex,,16COHN,"Drama, Family",97 menit,SU,2D,2026-05-27,ca626e11-c2d5-4b47-815b-5ed93bfcdd17,2026-05-27T16:20:16.335279
47d2d6d3-a734-4baa-b627-6e321776422a,SUAMIKU LUKAKU,21cineplex,,16SLUU,Drama,92 menit,D17+,2D,2026-05-27,4be4f533-6f26-4e36-b010-97cdcf900903,2026-05-27T16:20:16.335440
c46525b4-270c-4750-a1ee-404d0239e114,GUDANG MERICA,21cineplex,,16GMEA,"Comedy, Horror",98 menit,D17+,2D,2026-05-27,92017aa0-71e4-4137-b97d-46c9953494fe,2026-05-27T16:20:17.938105
c46525b4-270c-4750-a1ee-404d0239e114,STAR WARS: THE MANDALORIAN AND GROGU,21cineplex,,26SWMG,"Fantasy, Sci-Fi",132 menit,13+,2D,2026-05-27,726a58e6-8178-4892-80a6-7c7e52751a7d,2026-05-27T16:20:17.938317
c46525b4-270c-4750-a1ee-404d0239e114,SEKAWAN LIMO 2: GUNUNG KLAWIH,21cineplex,,16SK2G,"Comedy, Horror",122 menit,13+,2D,2026-05-27,ff9e7996-50c7-47cf-8107-304b9f3e1724,2026-05-27T16:20:17.938420
