cinema_id,title,source,movie_id,movie_code,genre,duration,age_rating,format,show_date,id,created_at
438a6670-c713-4358-9883-fe3a8e2963ef,SEMUA AKAN BAIK-BAIK SAJA,21cineplex,,16SABB,Drama,113 menit,13+,2D,2026-05-26,84b5ea1c-3ebe-4014-ae20-ef0a9d97fc75,2026-05-26T16:29:12.534065
438a6670-c713-4358-9883-fe3a8e2963ef,SALMOKJI: WHISPERING WATER,21cineplex,,26SWWR,Horror,95 menit,D17+,2D,2026-05-26,67eba270-0ade-45bb-a247-ba0dadeafbc2,2026-05-26T16:29:12.534494
438a6670-c713-4358-9883-fe3a8e2963ef,TUMBAL PROYEK,21cineplex,,16TPRK,Horror,106 menit,D17+,2D,2026-05-26,6375e17d-72d2-4adf-8855-067a91544d32,2026-05-26T16:29:12.534607
438a6670-c713-4358-9883-fe3a8e2963ef,STAR WARS: THE MANDALORIAN AND GROGU,21cineplex,,26SWMG,"Fantasy, Sci-Fi",132 menit,13+,2D,2026-05-26,df3e8c21-bb50-4648-9468-ff02d2f4536f,2026-05-26T16:29:12.534757
438a6670-c713-4358-9883-fe3a8e2963ef,TUMBAL PROYEK,21cineplex,,16TPRK,Horror,106 menit,D17+,2D,2026-05-27,890effd5-d62c-495d-9cbd-cd9f0b2f42ea,2026-05-26T16:29:12.534846
438a6670-c713-4358-9883-fe3a8e2963ef,SEMUA AKAN BAIK-BAIK SAJA,21cineplex,,16SABB,Drama,113 menit,13+,2D,2026-05-27,70a80c31-67ec-4906-86c9-09d8a634d7fa,2026-05-26T16:29:12.534920
438a6670-c713-4358-9883-fe3a8e2963ef,SUAMIKU LUKAKU,21cineplex,,16SLUU,Drama,92 menit,D17+,2D,2026-05-27,320b5512-9d41-41f2-83ab-1fcc7d0ad146,2026-05-26T16:29:12.535041
438a6670-c713-4358-9883-fe3a8e2963ef,SEKAWAN LIMO 2: GUNUNG KLAWIH,21cineplex,,16SK2G,"Comedy, Horror",122 menit,13+,2D,2026-05-27,12611626-0088-4a4c-8dac-b94abf2da364,2026-05-26T16:29:12.535141
438a6670-c713-4358-9883-fe3a8e2963ef,CHILDREN OF HEAVEN,21cineplex,,16COHN,"Drama, Family",97 menit,SU,2D,2026-05-27,be16c436-8442-4a45-9404-6bd94878be95,2026-05-26T16:29:12.535217
a418a9fb-c59e-41cf-beb6-26f7b60f4748,THE SHEEP DETECTIVES,21cineplex,,26SDES,"Comedy, Mystery",109 menit,SU,2D,2026-05-26,e2f2b794-c1ec-438e-85b4-081de0916dc9,2026-05-26T16:29:12.535553
a418a9fb-c59e-41cf-beb6-26f7b60f4748,HOKUM,21cineplex,,26HOKM,Horror,107 menit,13+,2D,2026-05-26,08677897-844a-453b-9248-0fb35a7eadd1,2026-05-26T16:29:12.535683
a418a9fb-c59e-41cf-beb6-26f7b60f4748,SALMOKJI: WHISPERING WATER,21cineplex,,26SWWR,Horror,95 menit,D17+,2D,2026-05-26,339625f1-4041-410c-b45b-85735f2d5a05,2026-05-26T16:29:12.535803
a418a9fb-c59e-41cf-beb6-26f7b60f4748,MICHAEL,21cineplex,,26MICL,Biography,127 menit,SU,2D,2026-05-26,611b7224-4451-42d5-bdfb-895758acccfe,2026-05-26T16:29:12.535888
a418a9fb-c59e-41cf-beb6-26f7b60f4748,THE DEVIL WEARS PRADA 2,21cineplex,,26DWP2,"Comedy, Drama",119 menit,13+,2D,2026-05-26,0313805b-d869-4a47-9f4c-30a90ac2655c,2026-05-26T16:29:12.535966
